Joueur,1stIn,1stWon,2ndWon,SvGms,ace,bpFaced,bpSaved,df,ht,minutes,rank,rank_points,surface_winrate,Toutes,surface_winrate_lastear,svpt,total_games,age,player_url,residence,birthplace,birthdate,turned_pro,weight_kg,backhand,winner,vic_tournoi_A,vic_tournoi_F,vic_tournoi_G,vic_tournoi_M,vic_tournoi_carpet,vic_tournoi_clay,vic_tournoi_grass,vic_tournoi_hard,hand,country,Clay,Grass,Hard
Jurgen Melzer,50,34,16,12,5,7,4,3,183,105,50,1173,0.4897483994872863,0.4860267057778215,0.6691393912161487,81,26,37.4,http://www.atpworldtour.com/en/players/jurgen-melzer/m762/overview,"Deutsch-Wagram, Austria","Vienna, Austria",1981-05-22,1999.0,81.0,Two-Handed Backhand,Jurgen Melzer,4.0,,,,,1.0,,3.0,L,AUT,0.5032258064516129,0.4857142857142856,0.4866920152091254
Karen Khachanov,53,39,17,13,8,7,4,3,198,118,43,1685,0.5166623821819334,0.5120642412936759,0.5017701974371667,86,27,26.6,http://www.atpworldtour.com/en/players/karen-khachanov/ke29/overview,"Dubai, United Arab Emirates","Moscow, Russia",1996-05-21,2013.0,88.0,Two-Handed Backhand,Karen Khachanov,3.0,,,1.0,,,,4.0,R,RUS,0.5294117647058824,0.6666666666666666,0.4832214765100671
Kei Nishikori,50,35,17,13,3,7,4,3,178,115,30,2786,0.6477172148060284,0.6535392490124252,0.5624147352174182,81,26,31.6,http://www.atpworldtour.com/en/players/kei-nishikori/n552/overview,"Bradenton, FL, USA","Shimane, Japan",1989-12-29,2007.0,75.0,Two-Handed Backhand,Kei Nishikori,12.0,,,,,2.0,,10.0,R,JPN,0.6935483870967742,0.5471698113207547,0.6547945205479452
Kevin Anderson,54,42,16,14,13,5,4,3,203,118,40,1636,0.5654035589141714,0.5767097393609608,0.3533764032391034,84,28,35.7,http://www.atpworldtour.com/en/players/kevin-anderson/a678/overview,"Gulf Stream, FL, USA","Johannesburg, South Africa",1986-05-18,2007.0,93.0,Two-Handed Backhand,Kevin Anderson,6.0,,,,,,,6.0,R,RSA,0.5053763440860215,0.5666666666666667,0.5962059620596206
Kevin Kim,45,32,15,12,5,8,4,4,180,94,98,519,0.2762472984079632,0.2492770387507229,0.3819776714513556,79,25,32.0,http://www.atpworldtour.com/en/players/kevin-kim/k358/overview,"Newport Coast, CA, U.S.A.","Torrance, CA, U.S.A.",1978-07-26,1997.0,75.0,One-Handed Backhand,,,,,,,,,,R,USA,0.0,0.1428571428571428,0.3076923076923077
Kristof Vliegen,48,33,15,12,6,7,4,2,193,103,86,627,0.3949540741131707,0.4246384166366083,0.2467429722176558,79,26,27.9,http://www.atpworldtour.com/en/players/kristof-vliegen/v309/overview,"Maaseik, Belgium","Maaseik, Belgium",1982-06-22,2001.0,75.0,Two-Handed Backhand,,,,,,,,,,R,BEL,0.4358974358974359,0.3571428571428571,0.4081632653061224
Kyle Edmund,48,35,17,13,6,7,4,3,188,110,69,1124,0.4779352445394112,0.4913483847068686,0.0499999999999999,81,26,28.0,http://www.atpworldtour.com/en/players/kyle-edmund/e831/overview,"Beverley, Great Britain","Johannesburg, South Africa",1995-01-08,2012.0,83.0,Two-Handed Backhand,Kyle Edmund,2.0,,,,,,,2.0,R,GBR,0.5365853658536586,0.2142857142857142,0.5251798561151079
Laslo Djere,51,35,16,13,6,8,5,4,188,120,72,920,0.4434343381301088,0.4004055519410106,0.3911421397827423,84,26,27.3,http://www.atpworldtour.com/en/players/laslo-djere/db63/overview,"Senta, Serbia","Senta, Serbia",1995-06-02,2013.0,80.0,Two-Handed Backhand,Laslo Djere,2.0,,,,,2.0,,,R,SRB,0.5849056603773585,0.0,0.1724137931034483
Leonardo Mayer,50,37,17,13,6,6,4,4,188,117,63,876,0.4496175003007078,0.4648106325022352,0.2280725251825415,82,27,33.2,http://www.atpworldtour.com/en/players/leonardo-mayer/md56/overview,"Buenos Aires, Argentina","Corrientes, Argentina",1987-05-15,2003.0,80.0,One-Handed Backhand,Leonardo Mayer,2.0,,,,,2.0,,,R,ARG,0.5126050420168067,0.4444444444444444,0.4186046511627907
Lleyton Hewitt,49,35,21,14,7,7,4,4,180,121,52,1360,0.5833770916382859,0.6150766116394139,0.2409400977869801,87,28,34.2,http://www.atpworldtour.com/en/players/lleyton-hewitt/h432/overview,"Melbourne, Australia","Adelaide, Australia",1981-02-24,1998.0,77.0,Two-Handed Backhand,Lleyton Hewitt,6.0,,,,,,3.0,3.0,R,AUS,0.6,0.6901408450704225,0.5873015873015873
Lloyd Harris,52,39,13,13,10,6,4,2,193,113,78,930,0.4316246173595339,0.3461128048780487,0.4709935897435897,81,27,25.8,,,,,,,,,,,,,,,,,R,RSA,0.25,0.0,0.4146341463414634
Lorenzo Musetti,51,34,14,12,3,7,4,2,185,112,70,1039,0.4549313858184825,0.0,0.4952329749103942,77,25,20.7,,,,,,,,Lorenzo Musetti,2.0,,,,,1.0,,1.0,R,ITA,0.0,0.0,0.0
Lorenzo Sonego,52,38,14,13,6,6,4,2,191,121,58,1228,0.4606842687730281,0.4460721922411159,0.4734972677595629,81,26,27.3,http://www.atpworldtour.com/en/players/lorenzo-sonego/su87/overview,,"Torino, Italy",1995-05-11,,73.0,Two-Handed Backhand,Lorenzo Sonego,3.0,,,,,1.0,1.0,1.0,R,ITA,0.5,0.5714285714285714,0.3571428571428571
Lucas Pouille,50,36,20,13,8,8,5,4,185,112,51,1466,0.4977883954478653,0.5261080497219959,0.1730777079043537,88,27,28.1,http://www.atpworldtour.com/en/players/lucas-pouille/pf39/overview,"Dubai, U.A.E.","Grande-Synthe, France",1994-02-23,2012.0,81.0,Two-Handed Backhand,Lucas Pouille,5.0,,,,,1.0,1.0,3.0,R,FRA,0.55,0.56,0.5075757575757576
Luis Horna,52,38,14,13,6,7,4,3,180,110,73,580,0.3875639408788265,0.373790125736733,0.247951176983435,81,26,27.9,http://www.atpworldtour.com/en/players/luis-horna/h390/overview,"Lima, Peru","Lima, Peru",1980-09-14,1998.0,82.0,One-Handed Backhand,Luis Horna,2.0,,,,,2.0,,,R,PER,0.3793103448275862,0.0,0.3809523809523809
Lukas Lacko,47,33,16,12,6,7,4,3,185,100,96,604,0.3030462905908987,0.3072022984522984,0.1879222972972972,80,26,31.3,http://www.atpworldtour.com/en/players/lukas-lacko/l797/overview,"Bratislava, Slovakia","Piestany, Slovakia",1987-11-03,2005.0,85.0,Two-Handed Backhand,,,,,,,,,,R,SVK,0.0,0.3142857142857143,0.3418803418803419
Lukas Rosol,49,35,17,13,6,7,5,3,196,101,71,804,0.3919201063495408,0.3965950148504105,0.0,84,26,36.9,http://www.atpworldtour.com/en/players/lukas-rosol/r685/overview,"Prague, Czech Republic","Brno, Czech Republic",1985-07-24,2004.0,84.0,Two-Handed Backhand,Lukas Rosol,2.0,,,,,1.0,,1.0,R,CZE,0.4880952380952381,0.3888888888888889,0.3402777777777778
Lukasz Kubot,52,35,15,13,5,8,5,5,190,116,88,651,0.3863655009982146,0.4049147231518246,0.3222079972688089,83,26,32.7,http://www.atpworldtour.com/en/players/lukasz-kubot/k540/overview,"Lubin, Poland","Boleslawiec, Poland",1982-05-16,2002.0,86.0,Two-Handed Backhand,,,,,,,,,,R,POL,0.4444444444444444,0.5454545454545454,0.3378378378378378
Mackenzie Mcdonald,53,37,15,13,5,8,5,3,178,113,97,736,0.4014037274453941,0.3543395525851666,0.4064520870076425,84,26,27.7,,,,,,,,,,,,,,,,,R,USA,0.25,0.5714285714285714,0.3421052631578947
Malek Jaziri,45,31,18,12,4,8,5,3,185,108,93,672,0.3417591676067517,0.3552214472855639,0.2473952166706133,82,25,37.1,http://www.atpworldtour.com/en/players/malek-jaziri/j267/overview,"Tunis, Tunisia","Bizerte, Tunisia",1984-01-20,2003.0,82.0,Two-Handed Backhand,,,,,,,,,,R,TUN,0.3636363636363636,0.25,0.3697478991596639
Marat Safin,50,36,18,13,8,7,4,3,193,113,45,1222,0.5062644136775987,0.5021728853142158,0.4148281105111002,85,28,29.7,http://www.atpworldtour.com/en/players/marat-safin/s741/overview,"Monte Carlo, Monaco","Moscow, Russia",1980-01-27,1997.0,88.0,Two-Handed Backhand,Marat Safin,,,1.0,,,,,1.0,R,RUS,0.4137931034482758,0.625,0.578125
Marc Gicquel,45,32,17,12,6,7,5,2,188,103,69,724,0.4064588782330718,0.4009753463993988,0.2568875326939843,80,25,36.8,http://www.atpworldtour.com/en/players/marc-gicquel/g436/overview,"Boulogne-Billancourt, France","Tunis, Tunisia",1977-03-30,1999.0,75.0,,,,,,,,,,,R,FRA,0.3695652173913043,0.4090909090909091,0.3975903614457831
Marcel Granollers,48,33,15,12,4,7,4,2,190,112,59,927,0.4157729385479201,0.4200566387665469,0.3345960304325195,78,25,33.4,http://www.atpworldtour.com/en/players/marcel-granollers/g710/overview,"Barcelona, Spain","Barcelona, Spain",1986-04-12,2003.0,77.0,Two-Handed Backhand,Marcel Granollers,4.0,,,,,3.0,,1.0,R,ESP,0.4425287356321839,0.3571428571428571,0.4104046242774566
Marco Cecchinato,53,37,14,13,4,7,4,2,185,105,73,1013,0.3645658005470229,0.3483333333333333,0.4775,82,26,30.2,http://www.atpworldtour.com/en/players/marco-cecchinato/cf01/overview,"Palermo, Italy","Palermo, Italy",1992-09-30,2010.0,78.0,One-Handed Backhand,Marco Cecchinato,3.0,,,,,3.0,,,R,ITA,0.4285714285714285,0.0,0.238095238095238
Marco Chiudinelli,51,35,17,13,4,7,4,3,185,114,155,477,0.2847398705630413,0.2927850658113816,0.0151515151515151,83,26,36.1,http://www.atpworldtour.com/en/players/marco-chiudinelli/c582/overview,"Basel, Switzerland","Basel, Switzerland",1981-09-10,2000.0,85.0,Two-Handed Backhand,,,,,,,,,,R,SUI,0.25,0.2857142857142857,0.3157894736842105
Marcos Baghdatis,45,32,20,13,7,7,4,3,183,111,48,1093,0.5093002867489376,0.5202026470617634,0.350335453381429,82,26,34.0,http://www.atpworldtour.com/en/players/marcos-baghdatis/b837/overview,"Limassol, Cyprus","Limassol, Cyprus",1985-06-17,2003.0,82.0,Two-Handed Backhand,Marcos Baghdatis,4.0,,,,1.0,,,3.0,R,CYP,0.3484848484848485,0.5641025641025641,0.536144578313253
Marcos Giron,49,35,16,13,5,7,4,2,180,113,84,819,0.3950460829493087,0.2878343552830356,0.3996723507476195,82,26,29.5,http://www.atpworldtour.com/en/players/marcos-giron/gc88/overview,"Thousand Oaks,California,USA","Thousand Oaks,California, USA",1993-07-24,2014.0,77.0,Two-Handed Backhand,,,,,,,,,,R,USA,0.0,0.0,0.3636363636363636
Mardy Fish,44,33,19,13,10,6,4,3,188,109,59,1384,0.556280376967569,0.5387159511851305,0.3977689884058963,79,26,33.6,http://www.atpworldtour.com/en/players/mardy-fish/f339/overview,"Los Angeles, California","Edina, Minnesota, USA",1981-12-09,2000.0,82.0,Two-Handed Backhand,Mardy Fish,5.0,,,,,1.0,1.0,3.0,R,USA,0.4285714285714285,0.5714285714285714,0.5630252100840336
Marin Cilic,48,36,19,13,9,6,4,3,198,117,27,2307,0.6171718694599846,0.6238423595588882,0.5301166220168605,82,27,34.2,http://www.atpworldtour.com/en/players/marin-cilic/c977/overview,"Monte Carlo, Monaco","Medjugorje, Bosnia-Herzegovina",1988-09-28,2005.0,89.0,Two-Handed Backhand,Marin Cilic,17.0,,1.0,1.0,,2.0,2.0,15.0,R,CRO,0.5977653631284916,0.6703296703296703,0.6334056399132321
Marinko Matosevic,47,32,15,12,4,8,5,3,194,103,84,659,0.3708753991549205,0.3238269236318192,0.346568950745505,79,24,29.8,http://www.atpworldtour.com/en/players/marinko-matosevic/me05/overview,"Melbourne, Australia","Jajce, Bosnia-Herzegovina",1985-08-08,2003.0,86.0,Two-Handed Backhand,,,,,,,,,,R,AUS,0.2222222222222222,0.25,0.3584905660377358
Mario Ancic,48,36,15,12,9,6,3,2,196,110,41,1238,0.607472043824232,0.5972230018711575,0.4029930531367313,77,26,25.9,http://www.atpworldtour.com/en/players/mario-ancic/a385/overview,"Monte Carlo, Monaco","Split, Croatia",1984-03-30,2001.0,82.0,Two-Handed Backhand,Mario Ancic,3.0,,,,1.0,,2.0,,R,CRO,0.64,0.8,0.5930232558139535
Marius Copil,48,35,18,13,11,7,4,3,193,108,135,486,0.3342592270598599,0.3353984493051598,0.6323086196503918,82,26,31.3,http://www.atpworldtour.com/en/players/marius-copil/ca99/overview,"Arad, Romania","Arad, Romania",1990-10-17,2008.0,86.0,One-Handed Backhand,,,,,,,,,,R,ROU,0.1666666666666666,0.4,0.3972602739726027
Martin Klizan,49,34,17,13,5,8,5,4,190,116,63,900,0.4339297678477836,0.4411841445100808,0.1421423588559332,83,26,30.1,http://www.atpworldtour.com/en/players/martin-klizan/k966/overview,"Bratislava, Slovakia","Bratislava, Slovakia",1989-07-11,2007.0,80.0,Two-Handed Backhand,Martin Klizan,6.0,,,,,4.0,,2.0,L,SVK,0.5238095238095238,0.2857142857142857,0.3916666666666666
Martin Vassallo Arguello,52,34,12,12,3,8,5,3,183,114,81,710,0.2763799332530474,0.2552182163187855,0.3073687539531942,79,25,29.9,http://www.atpworldtour.com/en/players/martin-vassallo-arguello/v258/overview,"Buenos Aires, Argentina","Temperley, Argentina",1980-02-10,1999.0,80.0,One-Handed Backhand,,,,,,,,,,R,ARG,0.3,0.0,0.2
Marton Fucsovics,51,35,19,13,5,8,5,4,188,124,72,987,0.4669046609344154,0.4634458627878525,0.4159047271986332,86,27,30.9,http://www.atpworldtour.com/en/players/marton-fucsovics/f724/overview,"Budapest, Hungary","Nyiregyhaza, Hungary",1992-02-08,2010.0,82.0,Two-Handed Backhand,Marton Fucsovics,1.0,,,,,1.0,,,R,HUN,0.5128205128205128,0.2727272727272727,0.4756097560975609
Matteo Berrettini,53,41,16,13,10,5,3,2,196,121,30,2421,0.6143726296104927,0.5556851035039099,0.6601825092754676,83,28,26.7,,,,,,,,Matteo Berrettini,7.0,,,,,3.0,4.0,,R,ITA,0.6363636363636364,0.7058823529411765,0.4666666666666667
Matthew Ebden,47,34,14,12,6,7,4,5,188,98,117,595,0.3162151085629346,0.2560255986452552,0.3759084379093251,78,25,33.1,http://www.atpworldtour.com/en/players/matthew-ebden/e690/overview,"Perth, Australia","Durban, South Africa",1987-11-26,2006.0,80.0,Two-Handed Backhand,,,,,,,,,,R,AUS,0.0,0.1176470588235294,0.3333333333333333
Max Mirnyi,49,36,15,13,9,6,4,4,196,107,66,729,0.4117979416089057,0.4440335538752363,0.2395571658615137,80,28,31.0,http://www.atpworldtour.com/en/players/max-mirnyi/m595/overview,"Sarasota, FL, USA","Minsk, Belarus",1977-07-06,1996.0,93.0,One-Handed Backhand,,,,,,,,,,R,BLR,0.375,0.625,0.391304347826087
Michael Berrer,51,36,14,13,6,7,5,3,193,107,92,592,0.3222149713857232,0.3262849020912776,0.3119622664700099,81,26,36.0,http://www.atpworldtour.com/en/players/michael-berrer/b678/overview,"Stuttgart, Germany","Stuttgart, Germany",1980-07-01,1999.0,100.0,One-Handed Backhand,,,,,,,,,,L,GER,0.28125,0.3125,0.3414634146341463
Michael Llodra,49,36,15,13,8,6,4,3,190,99,63,835,0.4118431753493672,0.4055874466903879,0.3604611869317751,79,26,33.4,http://www.atpworldtour.com/en/players/michael-llodra/l428/overview,"Bordeaux, France","Paris, France",1980-05-18,1999.0,80.0,One-Handed Backhand,Michael Llodra,4.0,,,,,,1.0,3.0,L,FRA,0.2571428571428571,0.5666666666666667,0.4266666666666667
Michael Russell,49,33,13,12,2,8,4,3,173,107,98,543,0.3212948444473548,0.2775398604692936,0.3825834193326453,78,24,36.2,http://www.atpworldtour.com/en/players/michael-russell/r368/overview,"Houston, TX, USA","Detroit, MI, USA",1978-05-01,1998.0,70.0,Two-Handed Backhand,,,,,,,,,,R,USA,0.0714285714285714,0.0,0.367816091954023
Michal Przysiezny,50,36,17,13,7,8,5,4,185,110,149,481,0.2268320105820105,0.2454999999999999,0.1290277777777777,87,28,31.6,http://www.atpworldtour.com/en/players/michal-przysiezny/p701/overview,"Wroclaw, Poland","Glogow, Poland",1984-02-16,2001.0,84.0,,,,,,,,,,,R,POL,0.1666666666666666,0.3333333333333333,0.2285714285714285
Mikael Ymer,53,35,13,12,2,9,5,3,183,118,139,621,0.4287827864592356,0.2946169038334937,0.5279043230195304,82,25,24.3,http://www.atpworldtour.com/en/players/mikael-ymer/y268/overview,"Stockholm, Sweden","Skövde, Sweden",1998-09-09,2015.0,75.0,Two-Handed Backhand,,,,,,,,,,R,SWE,0.2857142857142857,0.0,0.3076923076923077
Mikhail Kukushkin,50,33,16,12,3,8,5,2,183,113,81,713,0.3888193969904112,0.4028165895142246,0.0827233483483483,83,26,34.7,http://www.atpworldtour.com/en/players/mikhail-kukushkin/k926/overview,"Astana, Kazakhstan","Volgograd, Russia",1987-12-26,2006.0,72.0,Two-Handed Backhand,Mikhail Kukushkin,1.0,,,,,,,1.0,R,KAZ,0.2837837837837837,0.375,0.4476190476190476
Mikhail Youzhny,50,35,16,13,4,7,4,3,183,115,36,1354,0.5065889545105147,0.53125464061215,0.1971607803019906,82,26,36.2,http://www.atpworldtour.com/en/players/mikhail-youzhny/y061/overview,"Moscow, Russia","Moscow, Russia",1982-06-25,1999.0,73.0,One-Handed Backhand,Mikhail Youzhny,8.0,,,,,2.0,,6.0,R,RUS,0.4969325153374233,0.5666666666666667,0.5451713395638629
Milos Raonic,51,41,16,13,15,4,3,3,196,110,23,2601,0.655379893113362,0.658491788491536,0.6737543869742824,80,27,30.2,http://www.atpworldtour.com/en/players/milos-raonic/r975/overview,"Monte Carlo, Monaco","Podgorica, Montenegro",1990-12-27,2008.0,98.0,Two-Handed Backhand,Milos Raonic,8.0,,,,,,,8.0,R,CAN,0.6086956521739131,0.6190476190476191,0.678125
Miomir Kecmanovic,49,34,16,12,4,7,5,2,183,109,55,1066,0.471055796055796,0.4495915032679738,0.5428932178932179,80,25,23.3,,,,,,,,,,,,,,,,,R,SRB,0.25,0.6,0.4901960784313725
Mischa Zverev,50,35,14,12,5,8,5,2,190,101,100,733,0.3779670158160808,0.3725403476821767,0.2981516581516581,79,25,31.8,http://www.atpworldtour.com/en/players/mischa-zverev/z168/overview,"Monte Carlo, Monaco","Moscow, Russia",1987-08-22,2005.0,88.0,Two-Handed Backhand,Mischa Zverev,1.0,,,,,,1.0,,L,GER,0.2982456140350877,0.4324324324324324,0.388235294117647
Nick Kyrgios,56,44,16,14,15,5,3,4,193,110,44,1372,0.6170072328009384,0.6196911006043121,0.6951614137086903,87,29,27.3,http://www.atpworldtour.com/en/players/nick-kyrgios/ke17/overview,"Canberra, AUS / Nassau, BAH","Canberra, Australia",1995-04-27,2013.0,85.0,Two-Handed Backhand,Nick Kyrgios,7.0,,,,,,,7.0,R,AUS,0.5476190476190477,0.59375,0.6424242424242425
Nicolas Almagro,48,35,18,13,8,6,4,3,183,109,35,1553,0.5630851513039501,0.5785926114769313,0.3352822759092712,81,26,32.0,http://www.atpworldtour.com/en/players/nicolas-almagro/a479/overview,"Murcia, Spain","Murcia, Spain",1985-08-21,2003.0,86.0,One-Handed Backhand,Nicolas Almagro,12.0,,,,,12.0,,,R,ESP,0.6506410256410257,0.4285714285714285,0.4860335195530726
Nicolas Jarry,54,40,16,13,10,7,4,3,198,113,124,692,0.4044338417073724,0.3830324400679807,0.3182169686257181,86,27,27.0,http://www.atpworldtour.com/en/players/nicolas-jarry/j551/overview,"Santiago, Chile","Santiago, Chile",1995-10-11,2014.0,87.0,Two-Handed Backhand,,,,,,,,,,R,CHI,0.5306122448979592,0.0,0.2727272727272727
Nicolas Kiefer,44,32,19,13,8,7,4,3,183,118,66,944,0.5221797839506173,0.544582982603816,0.3917403198653199,81,26,32.8,http://www.atpworldtour.com/en/players/nicolas-kiefer/k316/overview,"Sievershausen, Germany","Holzminden, Germany",1977-07-05,1995.0,80.0,Two-Handed Backhand,,,,,,,,,,R,GER,0.5185185185185185,0.5454545454545454,0.6111111111111112
Nicolas Lapentti,50,34,15,13,4,8,5,2,188,125,99,521,0.3514653345685322,0.3403349543389988,0.2011145974324268,83,27,33.7,http://www.atpworldtour.com/en/players/nicolas-lapentti/l290/overview,"Guayaquil/Miami, Florida, USA","Guayaquil, Ecuador",1976-08-13,1995.0,86.0,Two-Handed Backhand,,,,,,,,,,R,ECU,0.4347826086956521,0.0,0.25
Nicolas Mahut,50,37,16,13,7,7,4,3,190,109,83,658,0.4280820607132668,0.425429758995014,0.4808597007923268,82,26,37.4,http://www.atpworldtour.com/en/players/nicolas-mahut/m873/overview,"Boulogne-Billancourt, France","Angers, France",1982-01-21,2000.0,80.0,One-Handed Backhand,Nicolas Mahut,4.0,,,,,,4.0,,R,FRA,0.282051282051282,0.6025641025641026,0.3780487804878049
Nicolas Massu,49,34,16,12,4,8,5,3,183,122,64,747,0.386568648428231,0.3786614945151531,0.1035516285516285,82,26,30.4,http://www.atpworldtour.com/en/players/nicolas-massu/m655/overview,"Vina del Mar, Chile","Vina del Mar, Chile",1979-10-10,1997.0,80.0,Two-Handed Backhand,Nicolas Massu,1.0,,,,,1.0,,,R,CHI,0.5,0.0,0.2439024390243902
Nikolay Davydenko,50,35,13,12,3,7,4,3,178,108,17,2390,0.6157566678308282,0.6429788102503897,0.4171985001530456,76,25,32.9,http://www.atpworldtour.com/en/players/nikolay-davydenko/d402/overview,"Moscow, Russia","Severodonezk, Ukraine",1981-06-02,1999.0,70.0,Two-Handed Backhand,Nikolay Davydenko,13.0,1.0,,3.0,2.0,8.0,,7.0,R,RUS,0.6883116883116884,0.4375,0.6290909090909091
Nikoloz Basilashvili,50,33,16,13,4,8,5,4,185,106,54,1225,0.4054016028066917,0.4150099637037127,0.2427114815154012,83,26,30.8,http://www.atpworldtour.com/en/players/nikoloz-basilashvili/bg23/overview,"Tbilisi, Georgia","Tbilisi, Georgia",1992-02-23,2008.0,79.0,Two-Handed Backhand,Nikoloz Basilashvili,5.0,,,,,3.0,,2.0,R,GEO,0.4791666666666667,0.2941176470588235,0.4059405940594059
Novak Djokovic,51,38,15,13,6,5,3,2,188,118,6,9102,0.827320964670011,0.8184124212683936,0.9106935077204328,79,26,35.6,http://www.atpworldtour.com/en/players/novak-djokovic/d643/overview,"Monte Carlo, Monaco","Belgrade, Serbia",1987-05-22,2003.0,77.0,Two-Handed Backhand,Novak Djokovic,27.0,5.0,22.0,38.0,,17.0,8.0,67.0,R,SRB,0.7928286852589641,0.8285714285714286,0.8364688856729378
Olivier Rochus,48,32,15,12,2,8,5,3,168,106,58,772,0.4134257903542616,0.4194048095563247,0.2167363433667781,78,25,32.1,http://www.atpworldtour.com/en/players/olivier-rochus/r397/overview,"Dion-Valmont, Belgium","Namur, Belgium",1981-01-18,1999.0,65.0,One-Handed Backhand,Olivier Rochus,1.0,,,,,1.0,,,R,BEL,0.3518518518518518,0.3870967741935484,0.4793388429752067
Oscar Hernandez,48,31,13,12,3,8,5,3,180,107,80,647,0.3093537414965985,0.2983959492888063,0.2532924107142857,76,23,32.1,http://www.atpworldtour.com/en/players/oscar-hernandez/h472/overview,"Barcelona, Spain","Barcelona, Spain",1978-04-10,1998.0,70.0,One-Handed Backhand,,,,,,,,,,R,ESP,0.3809523809523808,0.0,0.0909090909090909
Pablo Andujar,50,32,14,12,2,8,5,3,180,114,73,821,0.375594608687421,0.3790091553645417,0.3521068704909454,79,25,36.6,http://www.atpworldtour.com/en/players/pablo-andujar/a596/overview,"Valencia, Spain","Cuenca, Spain",1986-01-23,2003.0,76.0,Two-Handed Backhand,Pablo Andujar,4.0,,,,,4.0,,,R,ESP,0.4685714285714286,0.1428571428571428,0.275
Pablo Carreno Busta,51,35,14,13,4,7,4,2,188,109,42,1551,0.515969559429249,0.4948199696582839,0.5935774547279817,80,25,31.4,http://www.atpworldtour.com/en/players/pablo-carreno-busta/cd85/overview,"Barcelona, Spain","Gijon, Spain",1991-07-12,2009.0,78.0,Two-Handed Backhand,Pablo Carreno Busta,6.0,,,1.0,,3.0,,4.0,R,ESP,0.5037037037037037,0.1111111111111111,0.5178571428571429
Pablo Cuevas,47,34,16,12,6,7,4,3,180,106,65,1012,0.473967792792517,0.4880932549484356,0.3760041795581609,78,25,36.3,http://www.atpworldtour.com/en/players/pablo-cuevas/c882/overview,"Salto, Uruguay","Concordia, Argentina",1986-01-01,2004.0,80.0,One-Handed Backhand,Pablo Cuevas,5.0,,,,,5.0,,,R,URU,0.5436893203883495,0.4285714285714285,0.4035087719298245
Paolo Lorenzi,46,32,16,12,4,8,5,3,183,113,69,799,0.3190402016307556,0.3234494517879158,0.2610085227272727,79,25,37.6,http://www.atpworldtour.com/en/players/paolo-lorenzi/l503/overview,"Siena, Italy","Rome, Italy",1981-12-15,2003.0,77.0,Two-Handed Backhand,Paolo Lorenzi,1.0,,,,,1.0,,,R,ITA,0.3877551020408163,0.1176470588235294,0.3069306930693069
Paradorn Srichaphan,46,33,17,12,6,6,3,4,185,100,44,825,0.3645868183338909,0.3556547619047619,0.3392016045548655,79,26,27.5,http://www.atpworldtour.com/en/players/paradorn-srichaphan/s675/overview,"Bangkok, Thailand","Bangkok, Thailand",1979-06-14,1997.0,82.0,One-Handed Backhand,,,,,,,,,,R,THA,0.0,0.0,0.5
